,mean frequency,label
1661,9.0,1
1662,6.0,1
1663,15.5,1
1664,5.0,1
1665,8.0,1
1666,7.0,1
1667,1.5,1
1668,9.0,1
1669,14.5,1
1670,9.0,1
1671,14.0,1
1672,2.5,1
1673,13.5,1
1674,1.0,1
1675,6.5,1
1676,2.0,1
1677,0.5,1
1678,2.0,1
1679,4.5,1
1680,9.0,1
1681,5.5,1
1682,7.5,1
1683,5.5,1
1684,4.5,1
1685,6.5,1
1686,4.5,1
1687,15.0,1
1688,3.5,1
1689,11.5,1
1690,5.5,1
1691,6.5,1
1692,6.5,1
1693,4.5,1
1694,1.0,1
1695,7.0,1
1696,5.5,1
1697,1.5,1
1698,5.5,1
1699,4.0,1
1700,4.5,1
1701,2.5,1
1702,4.0,1
1703,0.5,1
1704,16.0,1
1705,13.5,1
1706,9.0,1
1707,5.5,1
1708,6.0,1
1709,2.5,1
1710,5.5,1
1711,7.0,1
1712,7.5,1
1713,7.0,1
1714,6.5,1
1715,1.5,1
1716,4.5,1
1717,8.5,1
1718,4.5,1
1719,5.5,1
1720,7.5,1
1721,8.0,1
1722,1.5,1
1723,10.5,1
1724,2.5,1
1725,5.5,1
1726,1.0,1
1727,9.0,1
1728,10.5,1
1729,3.5,1
1730,5.0,1
1731,3.5,1
1732,8.5,1
1733,2.5,1
1734,8.5,1
1735,6.0,1
1736,3.0,1
1737,6.5,1
1738,5.5,1
1739,1.5,1
1740,9.5,1
1741,5.5,1
1742,4.0,1
1743,10.0,1
1744,2.0,1
1745,7.5,1
1746,4.5,1
1747,10.0,1
1748,1.5,1
1749,10.5,1
1750,10.5,1
1751,11.5,1
1752,6.0,1
1753,6.5,1
1754,6.0,1
1755,7.0,1
1756,5.5,1
1757,10.5,1
1758,2.5,1
1759,5.5,1
1760,9.0,1
1761,6.5,1
1762,8.0,1
1763,5.5,1
1764,6.5,1
1765,3.5,1
1766,2.0,1
1767,5.0,1
1768,17.5,1
1769,4.0,1
1770,7.5,1
1771,9.0,1
1772,6.0,1
1773,6.5,1
1774,4.0,1
1775,14.5,1
1776,3.0,1
1777,5.0,1
1778,2.0,1
1779,8.0,1
1780,3.5,1
1781,2.0,1
1782,6.0,1
1783,12.5,1
1784,8.0,1
1785,6.5,1
1786,1.0,1
1787,0.5,1
1788,3.5,1
1789,1.0,1
1790,5.5,1
1791,7.5,1
1792,3.5,1
1793,9.0,1
1794,6.5,1
1795,9.5,1
1796,16.5,1
1797,9.0,1
1798,6.5,1
1799,8.0,1
1800,5.5,1
1801,5.5,1
1802,9.0,1
1803,7.0,1
1804,1.5,1
1805,6.5,1
1806,7.5,1
1807,3.0,1
1808,4.0,1
1809,5.0,1
1810,9.5,1
1811,10.0,1
1812,4.5,1
1813,3.5,1
1814,1.5,1
1815,9.0,1
1816,9.0,1
1817,10.0,1
1818,7.5,1
1819,1.5,1
1820,4.5,1
1821,9.5,1
1822,4.0,1
1823,10.5,1
1824,5.0,1
1825,4.5,1
1826,10.5,1
1827,4.5,1
1828,8.0,1
1829,6.5,1
1830,8.0,1
1831,7.5,1
1832,0.5,1
1833,9.0,1
1834,3.0,1
1835,5.5,1
1836,7.0,1
1837,7.5,1
1838,18.5,1
1839,3.0,1
1840,17.5,1
1841,3.0,1
1842,4.5,1
1843,1.5,1
1844,7.5,1
1845,15.5,1
1846,7.5,1
1847,5.0,1
1848,4.0,1
1849,6.5,1
1850,5.5,1
1851,2.0,1
1852,9.0,1
1853,9.5,1
1854,3.0,1
1855,8.5,1
1856,11.5,1
1857,1.0,1
1858,6.0,1
1859,6.5,1
1860,7.5,1
1861,10.0,1
1862,2.0,1
1863,5.0,1
1864,8.0,1
1865,10.5,1
1866,12.5,1
1867,4.5,1
1868,5.0,1
1869,16.5,1
1870,3.5,1
1871,5.0,1
1872,14.5,1
1873,4.5,1
1874,6.5,1
1875,2.0,1
1876,4.0,1
1877,2.0,1
1878,6.5,1
1879,6.5,1
1880,4.5,1
1881,8.0,1
1882,7.5,1
1883,8.0,1
1884,0.5,1
1885,2.0,1
1886,8.0,1
1887,7.5,1
1888,8.5,1
1889,5.5,1
1890,3.0,1
1891,16.5,1
1892,6.0,1
1893,4.5,1
1894,1.5,1
1895,3.5,1
1896,3.5,1
1897,1.5,1
1898,0.5,1
1899,3.0,1
1900,6.5,1
1901,10.0,1
1902,7.5,1
1903,5.5,1
1904,2.0,1
1905,5.5,1
1906,3.5,1
1907,5.5,1
1908,10.5,1
1909,6.5,1
1910,1.0,1
1911,6.5,1
1912,0.5,1
1913,8.5,1
1914,4.5,1
1915,10.5,1
1916,4.5,1
1917,10.5,1
1918,18.5,1
1919,11.0,1
1920,5.5,1
1921,8.0,1
1922,7.5,1
1923,6.5,1
1924,5.5,1
1925,4.0,1
1926,1.0,1
1927,6.5,1
1928,10.0,1
1929,6.5,1
1930,3.5,1
1931,6.5,1
1932,16.5,1
1933,5.5,1
1934,10.0,1
1935,10.5,1
1936,7.5,1
1937,2.0,1
1938,3.0,1
1939,6.5,1
1940,1.5,1
1941,3.5,1
1942,2.5,1
1943,1.0,1
1944,8.5,1
1945,4.5,1
1946,6.5,1
1947,3.5,1
1948,8.5,1
1949,3.0,1
1950,1.5,1
1951,10.5,1
1952,10.0,1
1953,9.0,1
1954,4.0,1
1955,5.5,1
1956,5.0,1
1957,17.5,1
1958,6.0,1
1959,9.5,1
1960,3.5,1
1961,5.0,1
1962,4.5,1
1963,6.5,1
1964,3.0,1
1965,14.5,1
1966,2.5,1
1967,5.5,1
1968,9.0,1
1969,9.5,1
1970,11.0,1
1971,8.0,1
1972,7.0,1
1973,10.5,1
1974,16.0,1
1975,10.0,1
1976,4.0,1
1977,8.5,1
1978,10.5,1
1979,1.0,1
1980,4.5,1
1981,7.5,1
1982,7.5,1
1983,6.0,1
1984,1.5,1
1985,4.0,1
1986,9.0,1
1987,2.0,1
1988,7.5,1
1989,5.5,1
1990,9.0,1
1991,5.5,1
1992,5.5,1
1993,10.0,1
1994,5.5,1
1995,3.5,1
1996,1.5,1
1997,9.0,1
1998,8.5,1
1999,2.5,1
2000,6.5,1
2001,3.5,1
2002,6.5,1
2003,5.5,1
2004,6.5,1
2005,9.0,1
2006,1.5,1
2007,7.5,1
2008,9.0,1
2009,5.5,1
2010,6.5,1
2011,13.5,1
2012,1.5,1
2013,5.5,1
2014,2.5,1
2015,1.5,1
2016,3.5,1
2017,4.5,1
2018,7.0,1
2019,12.5,1
2020,1.5,1
2021,9.0,1
2022,5.5,1
2023,4.0,1
2024,5.0,1
2025,5.5,1
2026,5.5,1
2027,5.0,1
2028,4.0,1
2029,6.5,1
2030,9.0,1
2031,4.5,1
2032,6.0,1
2033,3.5,1
2034,4.5,1
2035,3.5,1
2036,5.0,1
2037,3.0,1
2038,6.5,1
2039,8.0,1
2040,1.5,1
2041,9.5,1
2042,14.5,1
2043,1.5,1
2044,3.0,1
2045,7.5,1
2046,6.5,1
2047,2.5,1
2048,1.5,1
2049,14.5,1
2050,6.0,1
2051,7.5,1
2052,13.0,1
2053,4.5,1
2054,4.5,1
2055,3.0,1
2056,4.5,1
2057,6.0,1
2058,6.5,1
2059,2.5,1
2060,4.5,1
2061,4.5,1
2062,2.5,1
2063,7.0,1
2064,10.5,1
2065,6.0,1
2066,1.5,1
2067,7.5,1
2068,7.5,1
2069,3.0,1
2070,1.5,1
2071,6.5,1
2072,10.5,1
2073,4.0,1
2074,1.5,1
2075,10.5,1
2076,6.5,1
2077,6.5,1
2078,8.5,1
2079,5.0,1
2080,6.5,1
2081,5.5,1
2082,10.5,1
2083,7.0,1
2084,4.5,1
2085,9.0,1
2086,7.5,1
2087,4.5,1
2088,4.0,1
2089,8.5,1
2090,6.0,1
2091,9.0,1
2092,6.5,1
2093,10.5,1
2094,3.0,1
2095,2.0,1
2096,3.0,1
2097,10.5,1
2098,6.0,1
2099,1.5,1
2100,1.5,1
2101,10.0,1
2102,9.0,1
2103,14.5,1
2104,8.0,1
2105,1.5,1
2106,3.5,1
2107,5.5,1
2108,1.0,1
2109,6.0,1
2110,3.5,1
2111,6.0,1
2112,7.0,1
2113,10.5,1
2114,1.0,1
2115,9.0,1
2116,6.5,1
2117,8.0,1
2118,2.0,1
2119,11.0,1
2120,6.5,1
2121,6.5,1
2122,9.0,1
2123,5.0,1
2124,9.5,1
2125,1.5,1
2126,6.5,1
2127,1.5,1
2128,1.0,1
2129,8.0,1
2130,0.5,1
2131,10.0,1
2132,4.5,1
2133,6.5,1
2134,8.0,1
2135,5.0,1
2136,6.5,1
2137,6.0,1
2138,5.0,1
2139,1.5,1
2140,5.5,1
2141,9.0,1
2142,8.0,1
2143,2.5,1
2144,8.5,1
2145,3.5,1
2146,1.5,1
2147,9.0,1
2148,9.5,1
2149,7.5,1
2150,9.5,1
2151,1.0,1
2152,5.5,1
2153,4.5,1
2154,7.0,1
2155,3.0,1
2156,6.0,1
2157,8.0,1
2158,8.5,1
2159,8.5,1
2160,11.5,1
2161,6.5,1
2162,1.0,1
2163,4.5,1
2164,5.0,1
2165,5.5,1
2166,9.0,1
2167,0.5,1
2168,6.5,1
2169,2.5,1
2170,1.5,1
2171,8.5,1
2172,6.0,1
2173,6.0,1
2174,7.5,1
2175,10.5,1
2176,4.5,1
2177,3.5,1
2178,6.5,1
2179,3.0,1
2180,5.5,1
2181,1.5,1
2182,2.0,1
2183,10.0,1
2184,1.5,1
2185,2.0,1
2186,2.0,1
2187,6.5,1
2188,6.5,1
2189,3.5,1
2190,7.5,1
2191,7.5,1
2192,11.5,1
2193,6.0,1
2194,8.0,1
2195,2.0,1
2196,5.5,1
2197,5.5,1
2198,3.0,1
2199,7.5,1
2200,8.0,1
2201,3.0,1
2202,6.0,1
2203,8.5,1
2204,10.5,1
2205,10.5,1
2206,7.0,1
2207,8.0,1
2208,10.5,1
2209,0.5,1
2210,2.0,1
2211,7.5,1
2212,7.5,1
2213,11.5,1
2214,5.0,1
2215,1.0,1
2216,7.0,1
2217,7.5,1
2218,0.5,1
2219,8.0,1
2220,0.5,1
2221,7.5,1
2222,5.5,1
2223,1.0,1
2224,7.5,1
2225,6.0,1
2226,3.0,1
2227,9.0,1
2228,3.5,1
2229,2.0,1
2230,3.0,1
2231,2.0,1
2232,3.5,1
2233,5.5,1
2234,7.5,1
2235,6.5,1
2236,3.0,1
2237,2.0,1
2238,4.5,1
2239,5.0,1
2240,1.5,1
2241,8.5,1
2242,10.5,1
2243,10.5,1
2244,3.0,1
2245,4.5,1
2246,3.5,1
2247,2.5,1
2248,8.0,1
2249,8.0,1
2250,8.5,1
2251,5.0,1
2252,9.0,1
2253,5.5,1
2254,6.5,1
2255,5.5,1
2256,0.5,1
2257,1.0,1
2258,1.5,1
2259,7.0,1
2260,6.5,1
2261,7.5,1
2262,3.5,1
2263,4.5,1
2264,0.5,1
2265,11.5,1
2266,3.0,1
2267,9.0,1
2268,14.0,1
2269,8.0,1
2270,10.0,1
2271,9.0,1
2272,2.5,1
2273,2.0,1
2274,5.5,1
2275,2.5,1
2276,11.5,1
2277,9.5,1
2278,1.5,1
2279,4.5,1
2280,7.5,1
2281,8.5,1
2282,5.0,1
2283,10.5,1
2284,10.5,1
2285,4.5,1
2286,3.5,1
2287,3.5,1
2288,8.5,1
2289,5.5,1
2290,7.0,1
2291,7.0,1
2292,5.0,1
2293,1.5,1
2294,5.5,1
2295,5.5,1
2296,7.5,1
2297,3.0,1
2298,2.5,1
2299,5.0,1
2300,13.5,0
2301,1.0,0
2302,5.5,0
2303,0.5,0
2304,0.5,0
2305,9.5,0
2306,1.0,0
2307,9.0,0
2308,7.0,0
2309,1.0,0
2310,9.5,0
2311,2.0,0
2312,1.5,0
2313,0.5,0
2314,5.5,0
2315,7.0,0
2316,1.0,0
2317,4.0,0
2318,1.5,0
2319,0.5,0
2320,2.5,0
2321,0.5,0
2322,0.5,0
2323,5.0,0
2324,6.0,0
2325,1.0,0
2326,1.5,0
2327,1.0,0
2328,3.0,0
2329,7.0,0
2330,2.5,0
2331,1.5,0
2332,0.5,0
2333,11.5,0
2334,1.5,0
2335,4.5,0
2336,5.5,0
2337,0.5,0
2338,7.0,0
2339,2.5,0
2340,0.5,0
2341,1.5,0
2342,0.5,0
2343,3.0,0
2344,0.5,0
2345,1.0,0
2346,3.5,0
2347,1.0,0
2348,2.5,0
2349,0.5,0
2350,7.0,0
2351,5.0,0
2352,1.0,0
2353,6.5,0
2354,0.5,0
2355,2.0,0
2356,5.0,0
2357,1.0,0
2358,18.5,0
2359,5.5,0
2360,3.5,0
2361,2.0,0
2362,10.5,0
2363,15.5,0
2364,6.5,0
2365,5.5,0
2366,7.0,0
2367,1.5,0
2368,0.5,0
2369,0.5,0
2370,0.5,0
2371,2.0,0
2372,5.0,0
2373,2.0,0
2374,5.0,0
2375,1.0,0
2376,5.0,0
2377,2.5,0
2378,4.5,0
2379,1.0,0
2380,1.0,0
2381,5.5,0
2382,10.5,0
2383,0.5,0
2384,8.5,0
2385,0.5,0
2386,0.5,0
2387,1.5,0
2388,5.0,0
2389,1.5,0
2390,1.5,0
2391,1.0,0
2392,2.5,0
2393,1.0,0
2394,5.5,0
2395,0.5,0
2396,3.0,0
2397,1.0,0
2398,1.5,0
2399,1.5,0
2400,1.5,0
2401,1.0,0
2402,10.5,0
2403,1.5,0
2404,1.5,0
2405,11.5,0
2406,2.5,0
2407,2.0,0
2408,1.5,0
2409,1.5,0
2410,1.5,0
2411,10.5,0
2412,2.0,0
2413,1.5,0
2414,1.5,0
2415,1.0,0
2416,1.5,0
2417,3.5,0
2418,2.0,0
2419,2.0,0
2420,1.5,0
2421,0.5,0
2422,1.5,0
2423,2.5,0
2424,6.5,0
2425,2.0,0
2426,0.5,0
2427,3.0,0
2428,2.5,0
2429,1.0,0
2430,0.5,0
2431,5.5,0
2432,3.0,0
2433,5.5,0
2434,10.5,0
2435,2.0,0
2436,15.5,0
2437,8.0,0
2438,12.5,0
2439,1.0,0
2440,0.5,0
2441,1.5,0
2442,2.0,0
2443,0.5,0
2444,0.5,0
2445,2.5,0
2446,6.0,0
2447,0.5,0
2448,6.5,0
2449,2.5,0
2450,1.5,0
2451,9.5,0
2452,0.5,0
2453,10.0,0
2454,0.5,0
2455,7.0,0
2456,1.5,0
2457,1.5,0
2458,3.0,0
2459,8.5,0
2460,3.0,0
2461,2.0,0
2462,8.0,0
2463,5.5,0
2464,0.5,0
2465,0.5,0
2466,0.5,0
2467,14.0,0
2468,0.5,0
2469,2.0,0
2470,4.0,0
2471,5.5,0
2472,0.5,0
2473,4.0,0
2474,4.5,0
2475,6.0,0
2476,5.5,0
2477,1.0,0
2478,12.5,0
2479,7.0,0
2480,1.0,0
2481,4.0,0
2482,2.0,0
2483,5.0,0
2484,1.5,0
2485,0.5,0
2486,0.5,0
2487,1.5,0
2488,4.5,0
2489,3.5,0
2490,2.0,0
2491,7.5,0
2492,6.5,0
2493,10.5,0
2494,1.5,0
2495,0.5,0
2496,1.0,0
2497,0.5,0
2498,2.5,0
2499,1.0,0
2500,1.5,0
2501,0.5,0
2502,0.5,0
2503,1.5,0
2504,0.5,0
2505,5.0,0
2506,1.5,0
2507,1.5,0
2508,3.0,0
2509,0.5,0
2510,4.5,0
2511,5.5,0
2512,2.5,0
2513,5.5,0
2514,2.0,0
2515,1.0,0
2516,12.0,0
2517,1.5,0
2518,1.5,0
2519,1.0,0
2520,5.0,0
2521,1.5,0
2522,0.5,0
2523,5.0,0
2524,0.5,0
2525,2.0,0
2526,6.5,0
2527,6.5,0
2528,3.5,0
2529,2.5,0
2530,2.0,0
2531,1.5,0
2532,2.5,0
2533,1.0,0
2534,6.5,0
2535,6.0,0
2536,4.0,0
2537,5.5,0
2538,7.0,0
2539,3.5,0
2540,4.0,0
2541,2.5,0
2542,12.5,0
2543,2.5,0
2544,12.5,0
2545,7.5,0
2546,5.5,0
2547,1.5,0
2548,7.0,0
2549,10.5,0
2550,5.5,0
2551,2.5,0
2552,12.5,0
2553,3.0,0
2554,7.5,0
2555,1.0,0
2556,1.5,0
2557,0.5,0
2558,9.5,0
2559,18.5,0
2560,8.0,0
2561,4.5,0
2562,1.0,0
2563,10.0,0
2564,1.5,0
2565,7.5,0
2566,7.0,0
2567,1.0,0
2568,2.5,0
2569,11.5,0
2570,7.0,0
2571,2.0,0
2572,6.0,0
2573,1.0,0
2574,1.5,0
2575,0.5,0
2576,1.5,0
2577,7.5,0
2578,0.5,0
2579,3.5,0
2580,7.5,0
2581,2.0,0
2582,4.0,0
2583,1.5,0
2584,2.0,0
2585,4.5,0
2586,11.5,0
2587,3.5,0
2588,5.0,0
2589,0.5,0
2590,6.0,0
2591,3.0,0
2592,6.5,0
2593,0.5,0
2594,9.0,0
2595,0.5,0
2596,0.5,0
2597,11.5,0
2598,0.5,0
2599,7.0,0
2600,2.5,0
2601,1.5,0
2602,0.5,0
2603,4.5,0
2604,2.5,0
2605,1.5,0
2606,2.5,0
2607,5.0,0
2608,9.0,0
2609,1.5,0
2610,0.5,0
2611,10.0,0
2612,1.5,0
2613,1.5,0
2614,0.5,0
2615,1.0,0
2616,1.5,0
2617,2.0,0
2618,2.5,0
2619,5.5,0
2620,2.0,0
2621,3.0,0
2622,3.0,0
2623,15.5,0
2624,1.0,0
2625,2.0,0
2626,2.5,0
2627,11.0,0
2628,1.0,0
2629,0.5,0
2630,3.0,0
2631,11.5,0
2632,7.0,0
2633,0.5,0
2634,13.0,0
2635,0.5,0
2636,9.5,0
2637,0.5,0
2638,2.5,0
2639,0.5,0
2640,1.5,0
2641,2.0,0
2642,6.5,0
2643,0.5,0
2644,6.0,0
2645,0.5,0
2646,3.0,0
2647,11.5,0
2648,3.0,0
2649,3.0,0
2650,5.5,0
2651,0.5,0
2652,4.0,0
2653,1.0,0
2654,6.0,0
2655,3.0,0
2656,8.5,0
2657,7.0,0
2658,3.0,0
2659,1.5,0
2660,1.5,0
2661,11.5,0
2662,7.0,0
2663,1.0,0
2664,0.5,0
2665,1.5,0
2666,2.0,0
2667,5.5,0
2668,0.5,0
2669,3.5,0
2670,0.5,0
2671,7.5,0
2672,6.0,0
2673,5.5,0
2674,0.5,0
2675,1.0,0
2676,0.5,0
2677,5.5,0
2678,8.0,0
2679,0.5,0
2680,7.0,0
2681,0.5,0
2682,2.0,0
2683,4.0,0
2684,3.0,0
2685,13.5,0
2686,0.5,0
2687,6.0,0
2688,6.0,0
2689,1.5,0
2690,3.5,0
2691,6.0,0
2692,11.5,0
2693,3.0,0
2694,6.0,0
2695,6.0,0
2696,8.0,0
2697,4.5,0
2698,3.5,0
2699,0.5,0
2700,5.5,0
2701,1.5,0
2702,2.5,0
2703,1.5,0
2704,2.5,0
2705,0.5,0
2706,4.5,0
2707,0.5,0
2708,0.5,0
2709,1.5,0
2710,8.5,0
2711,7.5,0
2712,0.5,0
2713,12.5,0
2714,7.0,0
2715,0.5,0
2716,1.0,0
2717,5.0,0
2718,6.0,0
2719,5.0,0
2720,1.0,0
2721,0.5,0
2722,6.0,0
2723,6.5,0
2724,9.0,0
2725,3.0,0
2726,2.0,0
2727,1.0,0
2728,1.0,0
2729,8.0,0
2730,2.5,0
2731,2.5,0
2732,9.0,0
2733,6.0,0
2734,4.5,0
2735,6.5,0
2736,1.0,0
2737,6.0,0
2738,1.0,0
2739,2.0,0
2740,1.5,0
2741,1.0,0
2742,0.5,0
2743,3.5,0
2744,11.5,0
2745,0.5,0
2746,1.0,0
2747,1.0,0
2748,1.0,0
2749,2.0,0
2750,1.0,0
2751,6.0,0
2752,2.5,0
2753,0.5,0
2754,2.0,0
2755,0.5,0
2756,0.5,0
2757,7.0,0
2758,5.0,0
2759,0.5,0
2760,0.5,0
2761,2.0,0
2762,8.0,0
2763,11.0,0
2764,5.5,0
2765,0.5,0
2766,7.5,0
2767,1.5,0
2768,3.5,0
2769,1.5,0
2770,3.0,0
2771,6.5,0
2772,1.0,0
2773,1.5,0
2774,0.5,0
2775,1.0,0
2776,11.5,0
2777,1.5,0
2778,1.0,0
2779,2.5,0
2780,5.0,0
2781,1.0,0
2782,2.0,0
2783,11.5,0
2784,1.0,0
2785,5.0,0
2786,11.5,0
2787,13.5,0
2788,0.5,0
2789,3.0,0
2790,9.5,0
2791,1.5,0
2792,0.5,0
2793,2.5,0
2794,6.0,0
2795,0.5,0
2796,1.0,0
2797,1.5,0
2798,1.0,0
2799,3.5,0
2800,2.5,0
2801,1.0,0
2802,3.0,0
2803,1.0,0
2804,4.5,0
2805,1.5,0
2806,1.5,0
2807,0.5,0
2808,0.5,0
2809,2.5,0
2810,6.5,0
2811,11.5,0
2812,7.0,0
2813,5.5,0
2814,1.0,0
2815,1.5,0
2816,1.5,0
2817,1.0,0
2818,4.5,0
2819,8.0,0
2820,5.5,0
2821,10.5,0
2822,3.0,0
2823,9.0,0
2824,0.5,0
2825,1.0,0
2826,1.0,0
2827,0.5,0
2828,0.5,0
2829,4.0,0
2830,2.5,0
2831,1.5,0
2832,0.5,0
2833,0.5,0
2834,1.5,0
2835,0.5,0
2836,7.0,0
2837,5.0,0
2838,2.5,0
2839,5.0,0
2840,0.5,0
2841,0.5,0
2842,0.5,0
2843,0.5,0
2844,0.5,0
2845,4.5,0
2846,1.5,0
2847,11.5,0
2848,1.0,0
2849,2.0,0
2850,2.5,0
2851,0.5,0
2852,1.5,0
2853,1.0,0
2854,1.0,0
2855,7.5,0
2856,2.0,0
2857,0.5,0
2858,5.5,0
2859,10.5,0
2860,2.5,0
2861,12.5,0
2862,0.5,0
2863,0.5,0
2864,4.0,0
2865,6.0,0
2866,1.0,0
2867,0.5,0
2868,5.0,0
2869,2.0,0
2870,12.0,0
2871,6.5,0
2872,7.0,0
2873,6.5,0
2874,3.0,0
2875,2.5,0
2876,1.5,0
2877,6.0,0
2878,5.5,0
2879,0.5,0
2880,3.0,0
2881,1.0,0
2882,1.0,0
2883,11.5,0
2884,0.5,0
2885,4.5,0
2886,0.5,0
2887,2.0,0
2888,8.0,0
2889,5.5,0
2890,0.5,0
2891,2.5,0
2892,6.0,0
2893,5.0,0
2894,4.0,0
2895,5.0,0
2896,0.5,0
2897,2.0,0
2898,1.0,0
2899,5.0,0
2900,1.0,0
2901,3.0,0
2902,0.5,0
2903,2.5,0
2904,6.5,0
2905,0.5,0
2906,1.5,0
2907,11.5,0
2908,8.5,0
2909,0.5,0
2910,9.0,0
2911,4.0,0
2912,2.0,0
2913,3.5,0
2914,6.5,0
2915,1.0,0
2916,1.5,0
2917,2.0,0
2918,12.5,0
2919,3.5,0
2920,5.5,0
2921,2.0,0
2922,3.0,0
2923,7.5,0
2924,11.0,0
2925,6.0,0
2926,0.5,0
2927,1.5,0
2928,1.5,0
2929,2.0,0
2930,2.0,0
2931,0.5,0
2932,5.0,0
2933,7.0,0
2934,0.5,0
2935,2.0,0
2936,6.5,0
2937,8.0,0
2938,7.5,0
2939,1.0,0
2940,0.5,0
2941,1.0,0
2942,7.5,0
2943,1.5,0
2944,3.0,0
2945,2.5,0
2946,2.5,0
2947,2.0,0
2948,6.0,0
2949,2.5,0
2950,2.0,0
2951,1.5,0
2952,0.5,0
2953,5.5,0
2954,0.5,0
2955,0.5,0
2956,1.0,0
2957,0.5,0
2958,5.0,0
2959,0.5,0
2960,2.5,0
2961,4.0,0
2962,0.5,0
2963,10.5,0
2964,14.5,0
2965,1.5,0
2966,0.5,0
2967,1.0,0
2968,1.0,0
2969,2.5,0
2970,15.5,0
2971,1.0,0
2972,2.5,0
2973,1.0,0
2974,4.0,0
2975,8.5,0
2976,12.5,0
2977,0.5,0
2978,4.5,0
2979,2.5,0
2980,2.5,0
2981,4.5,0
2982,0.5,0
2983,1.5,0
2984,0.5,0
2985,1.0,0
2986,2.0,0
2987,0.5,0
2988,1.0,0
2989,10.5,0
2990,6.5,0
2991,2.5,0
2992,1.5,0
2993,7.0,0
2994,1.5,0
2995,4.5,0
2996,1.0,0
2997,4.5,0
2998,5.0,0
2999,9.5,0
3000,1.5,0
3001,5.0,0
3002,9.5,0
3003,6.5,0
3004,2.5,0
3005,11.5,0
3006,3.5,0
3007,0.5,0
3008,5.5,0
3009,2.0,0
3010,5.5,0
3011,1.5,0
3012,0.5,0
3013,2.5,0
3014,2.5,0
3015,16.0,0
3016,2.0,0
3017,1.0,0
3018,6.5,0
3019,3.5,0
3020,1.0,0
3021,6.5,0
3022,1.5,0
3023,3.5,0
3024,10.5,0
3025,0.5,0
3026,13.5,0
3027,6.5,0
3028,11.5,0
3029,6.0,0
3030,1.0,0
3031,1.0,0
3032,6.0,0
3033,6.0,0
3034,0.5,0
3035,1.0,0
3036,2.5,0
3037,0.5,0
3038,1.0,0
3039,1.5,0
3040,1.5,0
3041,1.0,0
3042,1.5,0
3043,0.5,0
3044,6.0,0
3045,0.5,0
3046,1.0,0
3047,4.5,0
3048,0.5,0
3049,1.0,0
3050,1.0,0
3051,1.5,0
3052,7.5,0
3053,1.0,0
3054,1.0,0
3055,11.5,0
3056,1.5,0
3057,2.0,0
3058,0.5,0
3059,0.5,0
3060,0.5,0
3061,1.0,0
3062,1.5,0
3063,2.5,0
3064,9.0,0
3065,2.0,0
3066,9.5,0
3067,2.0,0
3068,1.5,0
3069,0.5,0
3070,5.5,0
3071,8.5,0
3072,5.5,0
3073,1.5,0
3074,9.5,0
3075,0.5,0
3076,2.0,0
3077,0.5,0
3078,0.5,0
3079,1.0,0
3080,7.5,0
3081,0.5,0
3082,7.5,0
3083,4.0,0
3084,3.0,0
3085,6.0,0
3086,1.0,0
3087,1.0,0
3088,0.5,0
3089,1.5,0
3090,0.5,0
3091,0.5,0
3092,1.0,0
3093,0.5,0
3094,1.5,0
3095,8.0,0
3096,5.5,0
3097,9.0,0
3098,2.5,0
3099,5.5,0
3100,5.5,0
3101,2.0,0
3102,0.5,0
3103,8.0,0
3104,0.5,0
3105,0.5,0
3106,9.0,0
3107,2.0,0
3108,5.0,0
3109,1.5,0
3110,0.5,0
3111,1.5,0
3112,2.5,0
3113,5.0,0
3114,6.5,0
3115,2.5,0
3116,1.0,0
3117,0.5,0
3118,0.5,0
3119,0.5,0
3120,1.5,0
3121,1.5,0
3122,4.5,0
3123,3.0,0
3124,1.5,0
3125,2.5,0
3126,2.5,0
3127,8.5,0
3128,3.5,0
3129,0.5,0
3130,3.0,0
3131,4.5,0
3132,1.0,0
3133,7.0,0
3134,13.5,0
3135,0.5,0
3136,2.0,0
3137,9.0,0
3138,0.5,0
3139,3.5,0
3140,0.5,0
3141,1.0,0
3142,1.5,0
3143,11.5,0
3144,11.5,0
3145,1.5,0
3146,0.5,0
3147,3.5,0
3148,3.5,0
3149,7.0,0
3150,6.5,0
3151,1.5,0
3152,3.5,0
3153,0.5,0
3154,1.0,0
3155,1.5,0
3156,2.0,0
3157,1.5,0
3158,1.0,0
3159,1.5,0
3160,0.5,0
3161,0.5,0
3162,0.5,0
3163,2.5,0
3164,1.5,0
3165,1.0,0
3166,1.0,0
3167,1.5,0
3168,12.0,0
3169,8.5,0
3170,3.5,0
3171,0.5,0
3172,3.5,0
3173,1.0,0
3174,0.5,0
3175,18.0,0
3176,6.5,0
3177,6.0,0
3178,3.0,0
3179,6.0,0
3180,1.5,0
3181,7.0,0
3182,0.5,0
3183,6.0,0
3184,0.5,0
3185,5.5,0
3186,5.0,0
3187,0.5,0
3188,0.5,0
3189,5.0,0
3190,1.5,0
3191,6.5,0
3192,7.5,0
3193,4.0,0
3194,5.5,0
3195,1.5,0
3196,2.5,0
3197,0.5,0
3198,1.0,0
3199,1.0,0
3200,2.5,0
3201,1.0,0
3202,0.5,0
3203,6.5,0
3204,12.0,0
3205,2.0,0
3206,1.0,0
3207,0.5,0
3208,5.0,0
3209,3.0,0
3210,1.5,0
3211,5.5,0
3212,10.0,0
3213,1.0,0
3214,2.5,0
